done,split,idx_in_split,overlay_path,image_path,mask_path,checker,check_date,notes
"","training","643","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_110.jpg","data/CLP_dataset/clp2k/images/training/Princeton_110.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_110.png","","",""
"","training","644","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_111.jpg","data/CLP_dataset/clp2k/images/training/Princeton_111.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_111.png","","",""
"","training","645","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_112.jpg","data/CLP_dataset/clp2k/images/training/Princeton_112.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_112.png","","",""
"","training","646","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_113.jpg","data/CLP_dataset/clp2k/images/training/Princeton_113.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_113.png","","",""
"","training","647","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_114.jpg","data/CLP_dataset/clp2k/images/training/Princeton_114.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_114.png","","",""
"","training","648","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_115.jpg","data/CLP_dataset/clp2k/images/training/Princeton_115.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_115.png","","",""
"","training","649","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_116.jpg","data/CLP_dataset/clp2k/images/training/Princeton_116.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_116.png","","",""
"","training","650","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_117.jpg","data/CLP_dataset/clp2k/images/training/Princeton_117.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_117.png","","",""
"","training","651","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_118.jpg","data/CLP_dataset/clp2k/images/training/Princeton_118.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_118.png","","",""
"","training","652","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_119.jpg","data/CLP_dataset/clp2k/images/training/Princeton_119.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_119.png","","",""
"","training","653","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_12.jpg","data/CLP_dataset/clp2k/images/training/Princeton_12.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_12.png","","",""
"","training","654","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_120.jpg","data/CLP_dataset/clp2k/images/training/Princeton_120.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_120.png","","",""
"","training","655","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_121.jpg","data/CLP_dataset/clp2k/images/training/Princeton_121.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_121.png","","",""
"","training","656","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_122.jpg","data/CLP_dataset/clp2k/images/training/Princeton_122.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_122.png","","",""
"","training","657","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_123.jpg","data/CLP_dataset/clp2k/images/training/Princeton_123.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_123.png","","",""
"","training","658","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_124.jpg","data/CLP_dataset/clp2k/images/training/Princeton_124.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_124.png","","",""
"","training","659","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_125.jpg","data/CLP_dataset/clp2k/images/training/Princeton_125.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_125.png","","",""
"","training","660","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_126.jpg","data/CLP_dataset/clp2k/images/training/Princeton_126.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_126.png","","",""
"","training","661","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_128.jpg","data/CLP_dataset/clp2k/images/training/Princeton_128.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_128.png","","",""
"","training","662","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_129.jpg","data/CLP_dataset/clp2k/images/training/Princeton_129.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_129.png","","",""
"","training","663","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_13.jpg","data/CLP_dataset/clp2k/images/training/Princeton_13.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_13.png","","",""
"","training","664","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_130.jpg","data/CLP_dataset/clp2k/images/training/Princeton_130.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_130.png","","",""
"","training","665","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_131.jpg","data/CLP_dataset/clp2k/images/training/Princeton_131.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_131.png","","",""
"","training","666","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_132.jpg","data/CLP_dataset/clp2k/images/training/Princeton_132.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_132.png","","",""
"","training","667","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_133.jpg","data/CLP_dataset/clp2k/images/training/Princeton_133.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_133.png","","",""
"","training","668","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_135.jpg","data/CLP_dataset/clp2k/images/training/Princeton_135.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_135.png","","",""
"","training","669","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_136.jpg","data/CLP_dataset/clp2k/images/training/Princeton_136.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_136.png","","",""
"","training","670","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_137.jpg","data/CLP_dataset/clp2k/images/training/Princeton_137.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_137.png","","",""
"","training","671","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_139.jpg","data/CLP_dataset/clp2k/images/training/Princeton_139.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_139.png","","",""
"","training","672","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_14.jpg","data/CLP_dataset/clp2k/images/training/Princeton_14.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_14.png","","",""
"","training","673","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_140.jpg","data/CLP_dataset/clp2k/images/training/Princeton_140.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_140.png","","",""
"","training","674","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_141.jpg","data/CLP_dataset/clp2k/images/training/Princeton_141.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_141.png","","",""
"","training","675","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_142.jpg","data/CLP_dataset/clp2k/images/training/Princeton_142.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_142.png","","",""
"","training","676","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_143.jpg","data/CLP_dataset/clp2k/images/training/Princeton_143.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_143.png","","",""
"","training","677","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_145.jpg","data/CLP_dataset/clp2k/images/training/Princeton_145.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_145.png","","",""
"","training","678","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_146.jpg","data/CLP_dataset/clp2k/images/training/Princeton_146.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_146.png","","",""
"","training","679","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_147.jpg","data/CLP_dataset/clp2k/images/training/Princeton_147.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_147.png","","",""
"","training","680","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_148.jpg","data/CLP_dataset/clp2k/images/training/Princeton_148.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_148.png","","",""
"","training","681","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_149.jpg","data/CLP_dataset/clp2k/images/training/Princeton_149.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_149.png","","",""
"","training","682","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_15.jpg","data/CLP_dataset/clp2k/images/training/Princeton_15.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_15.png","","",""
"","training","683","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_150.jpg","data/CLP_dataset/clp2k/images/training/Princeton_150.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_150.png","","",""
"","training","684","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_151.jpg","data/CLP_dataset/clp2k/images/training/Princeton_151.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_151.png","","",""
"","training","685","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_152.jpg","data/CLP_dataset/clp2k/images/training/Princeton_152.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_152.png","","",""
"","training","686","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_153.jpg","data/CLP_dataset/clp2k/images/training/Princeton_153.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_153.png","","",""
"","training","687","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_154.jpg","data/CLP_dataset/clp2k/images/training/Princeton_154.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_154.png","","",""
"","training","688","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_155.jpg","data/CLP_dataset/clp2k/images/training/Princeton_155.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_155.png","","",""
"","training","689","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_156.jpg","data/CLP_dataset/clp2k/images/training/Princeton_156.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_156.png","","",""
"","training","690","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_158.jpg","data/CLP_dataset/clp2k/images/training/Princeton_158.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_158.png","","",""
"","training","691","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_159.jpg","data/CLP_dataset/clp2k/images/training/Princeton_159.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_159.png","","",""
"","training","692","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_160.jpg","data/CLP_dataset/clp2k/images/training/Princeton_160.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_160.png","","",""
"","training","693","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_162.jpg","data/CLP_dataset/clp2k/images/training/Princeton_162.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_162.png","","",""
"","training","694","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_163.jpg","data/CLP_dataset/clp2k/images/training/Princeton_163.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_163.png","","",""
"","training","695","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_164.jpg","data/CLP_dataset/clp2k/images/training/Princeton_164.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_164.png","","",""
"","training","696","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_165.jpg","data/CLP_dataset/clp2k/images/training/Princeton_165.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_165.png","","",""
"","training","697","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_166.jpg","data/CLP_dataset/clp2k/images/training/Princeton_166.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_166.png","","",""
"","training","698","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_167.jpg","data/CLP_dataset/clp2k/images/training/Princeton_167.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_167.png","","",""
"","training","699","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_168.jpg","data/CLP_dataset/clp2k/images/training/Princeton_168.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_168.png","","",""
"","training","700","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_169.jpg","data/CLP_dataset/clp2k/images/training/Princeton_169.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_169.png","","",""
"","training","701","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_17.jpg","data/CLP_dataset/clp2k/images/training/Princeton_17.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_17.png","","",""
"","training","702","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_170.jpg","data/CLP_dataset/clp2k/images/training/Princeton_170.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_170.png","","",""
"","training","703","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_171.jpg","data/CLP_dataset/clp2k/images/training/Princeton_171.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_171.png","","",""
"","training","704","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_172.jpg","data/CLP_dataset/clp2k/images/training/Princeton_172.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_172.png","","",""
"","training","705","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_173.jpg","data/CLP_dataset/clp2k/images/training/Princeton_173.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_173.png","","",""
"","training","706","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_174.jpg","data/CLP_dataset/clp2k/images/training/Princeton_174.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_174.png","","",""
"","training","707","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_175.jpg","data/CLP_dataset/clp2k/images/training/Princeton_175.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_175.png","","",""
"","training","708","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_176.jpg","data/CLP_dataset/clp2k/images/training/Princeton_176.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_176.png","","",""
"","training","709","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_177.jpg","data/CLP_dataset/clp2k/images/training/Princeton_177.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_177.png","","",""
"","training","710","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_178.jpg","data/CLP_dataset/clp2k/images/training/Princeton_178.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_178.png","","",""
"","training","711","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_179.jpg","data/CLP_dataset/clp2k/images/training/Princeton_179.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_179.png","","",""
"","training","712","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_180.jpg","data/CLP_dataset/clp2k/images/training/Princeton_180.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_180.png","","",""
"","training","713","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_182.jpg","data/CLP_dataset/clp2k/images/training/Princeton_182.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_182.png","","",""
"","training","714","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_184.jpg","data/CLP_dataset/clp2k/images/training/Princeton_184.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_184.png","","",""
"","training","715","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_185.jpg","data/CLP_dataset/clp2k/images/training/Princeton_185.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_185.png","","",""
"","training","716","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_186.jpg","data/CLP_dataset/clp2k/images/training/Princeton_186.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_186.png","","",""
"","training","717","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_187.jpg","data/CLP_dataset/clp2k/images/training/Princeton_187.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_187.png","","",""
"","training","718","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_188.jpg","data/CLP_dataset/clp2k/images/training/Princeton_188.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_188.png","","",""
"","training","719","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_189.jpg","data/CLP_dataset/clp2k/images/training/Princeton_189.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_189.png","","",""
"","training","720","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_190.jpg","data/CLP_dataset/clp2k/images/training/Princeton_190.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_190.png","","",""
"","training","721","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_191.jpg","data/CLP_dataset/clp2k/images/training/Princeton_191.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_191.png","","",""
"","training","722","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_192.jpg","data/CLP_dataset/clp2k/images/training/Princeton_192.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_192.png","","",""
"","training","723","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_193.jpg","data/CLP_dataset/clp2k/images/training/Princeton_193.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_193.png","","",""
"","training","724","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_194.jpg","data/CLP_dataset/clp2k/images/training/Princeton_194.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_194.png","","",""
"","training","725","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_195.jpg","data/CLP_dataset/clp2k/images/training/Princeton_195.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_195.png","","",""
"","training","726","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_196.jpg","data/CLP_dataset/clp2k/images/training/Princeton_196.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_196.png","","",""
"","training","727","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_197.jpg","data/CLP_dataset/clp2k/images/training/Princeton_197.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_197.png","","",""
"","training","728","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_199.jpg","data/CLP_dataset/clp2k/images/training/Princeton_199.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_199.png","","",""
"","training","729","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_2.jpg","data/CLP_dataset/clp2k/images/training/Princeton_2.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_2.png","","",""
"","training","730","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_20.jpg","data/CLP_dataset/clp2k/images/training/Princeton_20.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_20.png","","",""
"","training","731","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_201.jpg","data/CLP_dataset/clp2k/images/training/Princeton_201.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_201.png","","",""
"","training","732","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_202.jpg","data/CLP_dataset/clp2k/images/training/Princeton_202.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_202.png","","",""
"","training","733","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_203.jpg","data/CLP_dataset/clp2k/images/training/Princeton_203.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_203.png","","",""
"","training","734","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_204.jpg","data/CLP_dataset/clp2k/images/training/Princeton_204.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_204.png","","",""
"","training","735","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_205.jpg","data/CLP_dataset/clp2k/images/training/Princeton_205.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_205.png","","",""
"","training","736","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_206.jpg","data/CLP_dataset/clp2k/images/training/Princeton_206.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_206.png","","",""
"","training","737","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_207.jpg","data/CLP_dataset/clp2k/images/training/Princeton_207.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_207.png","","",""
"","training","738","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_208.jpg","data/CLP_dataset/clp2k/images/training/Princeton_208.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_208.png","","",""
"","training","739","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_209.jpg","data/CLP_dataset/clp2k/images/training/Princeton_209.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_209.png","","",""
"","training","740","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_21.jpg","data/CLP_dataset/clp2k/images/training/Princeton_21.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_21.png","","",""
"","training","741","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_210.jpg","data/CLP_dataset/clp2k/images/training/Princeton_210.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_210.png","","",""
"","training","742","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_211.jpg","data/CLP_dataset/clp2k/images/training/Princeton_211.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_211.png","","",""
"","training","743","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_212.jpg","data/CLP_dataset/clp2k/images/training/Princeton_212.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_212.png","","",""
"","training","744","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_213.jpg","data/CLP_dataset/clp2k/images/training/Princeton_213.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_213.png","","",""
"","training","745","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_214.jpg","data/CLP_dataset/clp2k/images/training/Princeton_214.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_214.png","","",""
"","training","746","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_215.jpg","data/CLP_dataset/clp2k/images/training/Princeton_215.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_215.png","","",""
"","training","747","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_216.jpg","data/CLP_dataset/clp2k/images/training/Princeton_216.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_216.png","","",""
"","training","748","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_217.jpg","data/CLP_dataset/clp2k/images/training/Princeton_217.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_217.png","","",""
"","training","749","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_218.jpg","data/CLP_dataset/clp2k/images/training/Princeton_218.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_218.png","","",""
"","training","750","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_219.jpg","data/CLP_dataset/clp2k/images/training/Princeton_219.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_219.png","","",""
"","training","751","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_22.jpg","data/CLP_dataset/clp2k/images/training/Princeton_22.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_22.png","","",""
"","training","752","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_220.jpg","data/CLP_dataset/clp2k/images/training/Princeton_220.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_220.png","","",""
"","training","753","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_221.jpg","data/CLP_dataset/clp2k/images/training/Princeton_221.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_221.png","","",""
"","training","754","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_222.jpg","data/CLP_dataset/clp2k/images/training/Princeton_222.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_222.png","","",""
"","training","755","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_224.jpg","data/CLP_dataset/clp2k/images/training/Princeton_224.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_224.png","","",""
"","training","756","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_225.jpg","data/CLP_dataset/clp2k/images/training/Princeton_225.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_225.png","","",""
"","training","757","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_226.jpg","data/CLP_dataset/clp2k/images/training/Princeton_226.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_226.png","","",""
"","training","758","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_228.jpg","data/CLP_dataset/clp2k/images/training/Princeton_228.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_228.png","","",""
"","training","759","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_229.jpg","data/CLP_dataset/clp2k/images/training/Princeton_229.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_229.png","","",""
"","training","760","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_23.jpg","data/CLP_dataset/clp2k/images/training/Princeton_23.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_23.png","","",""
"","training","761","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_230.jpg","data/CLP_dataset/clp2k/images/training/Princeton_230.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_230.png","","",""
"","training","762","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_231.jpg","data/CLP_dataset/clp2k/images/training/Princeton_231.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_231.png","","",""
"","training","763","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_232.jpg","data/CLP_dataset/clp2k/images/training/Princeton_232.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_232.png","","",""
"","training","764","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_233.jpg","data/CLP_dataset/clp2k/images/training/Princeton_233.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_233.png","","",""
"","training","765","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_234.jpg","data/CLP_dataset/clp2k/images/training/Princeton_234.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_234.png","","",""
"","training","766","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_235.jpg","data/CLP_dataset/clp2k/images/training/Princeton_235.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_235.png","","",""
"","training","767","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_236.jpg","data/CLP_dataset/clp2k/images/training/Princeton_236.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_236.png","","",""
"","training","768","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_237.jpg","data/CLP_dataset/clp2k/images/training/Princeton_237.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_237.png","","",""
"","training","769","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_238.jpg","data/CLP_dataset/clp2k/images/training/Princeton_238.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_238.png","","",""
"","training","770","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_239.jpg","data/CLP_dataset/clp2k/images/training/Princeton_239.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_239.png","","",""
"","training","771","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_24.jpg","data/CLP_dataset/clp2k/images/training/Princeton_24.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_24.png","","",""
"","training","772","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_240.jpg","data/CLP_dataset/clp2k/images/training/Princeton_240.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_240.png","","",""
"","training","773","data/CLP_dataset/clp2k/annotations_overlay/training/Princeton_241.jpg","data/CLP_dataset/clp2k/images/training/Princeton_241.jpg","data/CLP_dataset/clp2k/annotations/training/Princeton_241.png","","",""
